kind,code,class_name,prof,room1,room2,date1,date2,start,end,kwan
교선,AK00036,경제변혁과문명의미래,이웅,M402,,화,,12:00,14:50,미가엘관
교선,AK00087,기업가정신CEO특강,이종인,3501,,수,,15:00,17:50,월당관
교선,AK00090,콘텐츠세계로미래로,전현택,M301,,수,,12:00,14:50,미가엘관
교선,AK00119,콘텐츠기업성공전략,전현택,M301,,화,,12:00,14:50,미가엘관
교선,AK00120,노동과사회,장영석,3502,,수,,12:00,14:50,월당관
교선,AK00132,ESG를생각하는소비자,서여주,3401,,월,,09:00,11:50,월당관
교선,AK00162,사례로배우는사회연대경제,강진희,1503,,화,,15:00,17:50,승연관
교선,AF00056,기후위기와지속가능한농업,김병수,7305,,목,,12:00,14:50,새천년관
교선,AK00037,에너지와미래,박정연,7208,,금,,12:00,14:50,새천년관
교선,AK00038,인류생존프로젝트,김현우,1506,,금,,09:00,11:50,승연관
교선,AK00045,동물복지:인간과동물,최태규,M301,,목,,15:00,17:50,미가엘관
교선,AK00053,20세기환경사,김명진,1505,,화,,15:00,17:50,승연관
교선,AK00165,낯선지구:지구시스템,김추령,1504,,수,,12:00,14:50,승연관
교선,AE00014,한국사회와노동문제,하종강,7107,,목,,15:00,17:50,새천년관
교선,AE00017,여성평화생명,이슬기,7107,,화,,12:00,14:50,새천년관
교선,AE00019,국제질서의이해,이남주,M402,,목,,09:00,11:50,미가엘관
교선,AE00074,젠더로세상보기,김영선,3401,,수,,15:00,17:50,월당관
교선,AK00025,현대사회와법1,박선화,7207,,수,,09:00,11:50,새천년관
교선,AK00042,평화를쓰기,최성용,M406,,금,,15:00,17:50,미가엘관
교선,AK00043,시나리오로읽는미래사회,김필구,3301,,수,,09:00,11:50,월당관
교선,AK00044,포스트코로나의세계,임종인,3501,,월,,15:00,17:50,월당관
교선,AK00081,나눔의인류학,홍서연,M402,,월,,15:00,17:50,미가엘관
교선,AK00082,다름과비판적사고,배성인,7205,,화,,15:00,17:50,새천년관
교선,AK00163,민주주의와권력의원리,박지숙,3501,,금,,12:00,14:50,월당관
교선,AD00093,사이버세계와종교,김한나,M301,,수,,15:00,17:50,미가엘관
교선,AD00154,철학이란무엇인가?,김시형,7204,,화,,12:00,14:50,새천년관
교선,AD00185,20대의심리,이주엽,1506,,수,,15:00,17:50,승연관
교선,AJ00009,행복의심리학,윤라미,7202,,목,,12:00,14:50,새천년관
교선,AK00046,인간발달과심리,최혜윤,1503,,금,,12:00,14:50,승연관
교선,AK00047,현대사회와스트레스,염준규,7207,,월,,09:00,11:50,새천년관
교선,AK00130,치유명상의이론과실제,노철래,3402,,목,,09:00,11:50,월당관
교선,AK00166,종교와정치,김현준,1503,,월,,12:00,14:50,승연관
교선,AK00057,친밀한관계의심리학,이현아,3501,,월,,09:00,11:50,월당관
교선,AK00180,자기와정체성,이현아,3501,,월,,12:00,14:50,월당관
교선,AK00182,즐거운철학,김기명,7305,,수,,15:00,17:50,새천년관
교선,AD00032,뉴미디어시대의미술,홍혜영,1506,,금,,15:00,17:50,승연관
교선,AD00123,책의사회사,전성원,7306,,수,,15:00,17:50,새천년관
교선,AD00158,대중서사의이해,오현화,1504,,목,,15:00,17:50,승연관
교선,AD00172,더불어숲인문학(삶을위한인문공부),고병헌,1503,,월,,09:00,11:50,승연관
교선,AD00177,고전문학톺아읽기,오현화,3301,,화,,15:00,17:50,월당관
교선,AD00182,미술과상상력2,이은주,7202,,수,,09:00,11:50,새천년관
교선,AD00184,더불어숲인문학(신영복함께읽기),*최영묵송하원,7306,,목,,15:00,17:50,새천년관
교선,AE00001,영상시대의이해,권승태,M301,,월,,15:00,17:50,미가엘관
교선,AF00047,1인미디어의이해와제작,연희승,M401,,화,,12:00,14:50,미가엘관
교선,AK00181,오늘의인문학,김기명,7306,,화,,15:00,17:50,새천년관
교선,AD00003,기초일본어,요코야마나호코,7208,7208,월,수,13:30,14:45,새천년관
교선,AD00004,실용일본어,요코야마나호코,M205,M205,화,목,15:00,16:15,미가엘관
교선,AD00010,서양사의이해,한해정,3502,,목,,12:00,14:50,월당관
교선,AD00011,교양중국어초급,장엽,3401,3401,화,목,15:00,16:15,월당관
교선,AD00084,기초영문법I,김성찬,7107,,수,,15:00,17:50,새천년관
교선,AD00103,TopicsinFilm,김혜인,1504,,수,,15:00,17:50,승연관
교선,AE00016,영상과문화로보는러시아,엄순천,7107,,월,,15:00,17:50,새천년관
교선,AK00049,한민족의역사(조선왕조실록과역사이야기),심용환,6110,,수,,09:00,11:50,정보과학관
교선,AK00164,글로벌도시의역사와문화,정윤수,1505,,화,,12:00,14:50,승연관
교선,AK00169,동남아시아역사기행,박은홍,7107,,화,,15:00,17:50,새천년관
교선,AK00168,한중일문화이슈읽기,"*조경희,김미란",7616,,수,,15:00,17:50,새천년관
교선,AD00027,대학합창Ⅰ,차피득,9301,,수,,15:00,17:50,성미가엘성당&피츠버그홀
교선,AD00179,실용음악의이해와감상I(뮤지컬),하지원,M403,,화,,15:00,14:50,미가엘관
교선,AK00135,음악으로떠나는시간여행:서양음악사탐험,차피득,1506,,목,,15:00,17:50,승연관
교선,AD00164,생활과발레,장소정,5C301,,목,,10:00,11:50,나눔관
교선,AK00021,요가,하지혜,5C301,,금,,13:00,13:50,나눔관
교선,AK00021,요가,하지혜,5C301,,금,,14:00,14:50,나눔관
교선,AK00021,요가,하지혜,5C301,,금,,15:00,15:50,나눔관
교선,AK00079,대학생사회공헌프로젝트1,임정아,7308,,금,,15:00,17:50,새천년관
교선,AE00073,팀창업입문,김활신,1503,,수,,15:00,17:50,승연관
교선,AH00020,진로와직업의세계,한상진,3501,,화,,15:00,16:50,월당관
교선,AH00034,소셜벤처기업가정신,최우진,7616,,월,,12:00,14:50,새천년관
교선,AH00054,특허와창의적사고,류선미,1506,,화,,10:00,11:50,승연관
교선,AK00122,사회적기업창업하기,"*정원오,김연아",M404,,수,,12:00,14:50,미가엘관
교선,AK00170,스타트업인사이트:시대를만든창업자들,"*이상윤,김형민",M404,,화,,15:00,17:50,미가엘관
교필,AK00113,비아메디아채플:그리스도교와세계,이종민,3502,,월,,12:00,12:50,월당관
교필,AK00113,비아메디아채플:그리스도교와세계,이종민,3502,,월,,13:00,13:50,월당관
교필,AK00113,비아메디아채플:그리스도교와세계,이종민,3502,,월,,14:00,14:50,월당관
교필,AK00113,비아메디아채플:그리스도교와세계,노철래,9301,,수,,12:00,12:50,성미가엘성당&피츠버그홀
교필,AK00113,비아메디아채플:그리스도교와세계,노철래,9301,,수,,13:00,13:50,성미가엘성당&피츠버그홀
교필,AK00113,비아메디아채플:그리스도교와세계,노철래,9301,,수,,14:00,14:50,성미가엘성당&피츠버그홀
교필,AK00114,비아메디아채플:그리스도교와인간,양승우,9301,,월,,15:00,15:50,성미가엘성당&피츠버그홀
교필,AK00114,비아메디아채플:그리스도교와인간,양승우,9301,,월,,16:00,16:50,성미가엘성당&피츠버그홀
교필,AK00114,비아메디아채플:그리스도교와인간,양승우,9301,,월,,17:00,17:50,성미가엘성당&피츠버그홀
교필,AK00114,비아메디아채플:그리스도교와인간,이해청,6110,,수,,15:00,15:50,정보과학관
교필,AK00114,비아메디아채플:그리스도교와인간,이해청,6110,,수,,16:00,16:50,정보과학관
교필,AK00114,비아메디아채플:그리스도교와인간,이해청,6110,,수,,17:00,17:50,정보과학관
교선,HE00025,영어다의어I:알맹이와껍데기,권용현,9990,,금,,09:00,11:50,성미가엘성당&피츠버그홀
평교,AG00001,평생교육방법론,임정아,1503,,수,,12:00,14:50,승연관
평교,AG00002,평생교육개론,신재민,1503,,금,,15:00,17:50,승연관
평교,AG00003,평생교육실습,임정아,1501,,금,,09:00,11:50,승연관
평교,AG00006,지역사회교육론,정혜령,1503,,목,,12:00,14:50,승연관
평교,AG00026,시민교육론,고병헌,1503,,월,,15:00,17:50,승연관
전탐,BH00001,문화코드로본현대중국,윤영도,1506,1506,월,수,12:00,13:15,승연관
전탐,BH00003,영미문학기행,박미정,3502,,수,,15:00,17:50,월당관
전탐,BH00012,한일교류론,양기호,7309,7309,화,목,13:30,14:45,새천년관
전탐,BH00015,수도원기행,이주엽,7201,,목,,15:00,17:50,새천년관
전탐,BS00002,헷갈리는사회문제깊이들여다보기,박경태,7208,,수,,09:00,11:50,새천년관
전탐,BS00003,뭐니뭐니해도문제는경제학,유철규,7207,7207,월,수,15:00,16:15,새천년관
전탐,BS00004,영상으로보는정치의세계,김창진,7207,7207,화,목,13:30,14:45,새천년관
전탐,BS00010,인간행동과사회환경,남일성,7207,7207,월,수,16:30,17:45,새천년관
전탐,BM00004,경영분석의기초,김용미,7207,7207,월,수,13:30,14:45,새천년관
전탐,BD00002,영상콘텐츠기획,연희승,3502,,월,,09:00,11:50,월당관
전탐,BD00003,커뮤니케이션의이해,미지정,7308,,목,,15:00,17:50,새천년관
전탐,BD00012,세계의신화와판타지,이종승,6110,,금,,15:00,17:50,정보과학관
전탐,BI00001,C프로그래밍,이하규,6406,6406,월,수,13:30,14:45,정보과학관
전탐,BI00001,C프로그래밍,이하규,6406,6406,월,수,15:00,16:15,정보과학관
전탐,BI00001,C프로그래밍,김선형,6202,6202,화,목,13:30,14:45,정보과학관
전탐,BI00005,이산수학,윤명호,3501,,수,,09:00,11:50,월당관
전탐,BF00002,Python프로그래밍,홍성준,6405,6405,화,목,16:30,17:45,정보과학관
전탐,BF00001,기초통계,김양희,B105,,월,,09:00,11:50,일만관
전선,HR00011,그리스도교의역사와사상:고대와중세의신학,차보람,7201,,목,,09:00,11:50,새천년관
전선,HR00023,인문학과신학,신익상,7201,,수,,15:00,17:50,새천년관
전선,HR00024,종교문화의눈으로세계읽기,이해청,7201,,수,,09:00,11:50,새천년관
전선,SP00020,신학과정치학의만남,차보람박은홍,7204,,목,,12:00,14:50,새천년관
전필,HE00002,영어독서지도,김성찬,7616,,목,,12:00,13:50,새천년관
전필,HE00010,영미문학개론,박미정,7616,,월,,15:00,17:50,새천년관
전선,HE00012,영국문화와사회,박미정,7616,,수,,09:00,11:50,새천년관
전선,HE00014,영어다독I,김혜인,7616,,수,,12:00,14:50,새천년관
전선,HE00015,영어로읽는한국1,김혜인,7616,,금,,15:00,17:50,새천년관
전선,HE00016,영어문장이해I,김성찬,7308,,화,,09:00,11:50,새천년관
전선,HE00017,영어학개론,김성찬,7616,7616,화,목,15:00,16:15,새천년관
전선,HE00018,영어교수법및학습법1,김성찬,7616,7616,화,목,16:30,17:45,새천년관
전필,HE00019,영작문I,김혜인,1506,1506,화,목,12:00,13:15,승연관
전선,HE00020,현대문명과문학,조병은,9990,,월,,12:00,14:50,성미가엘성당&피츠버그홀
전선,HE00021,환타지와문학,진영종,7616,,화,,09:00,11:50,새천년관
전선,HE00022,Speech&Presentations,김혜인,1506,1506,화,목,13:30,14:45,승연관
전필,HE00025,영어다의어1:알맹이와껍데기,권용현,9990,,금,,12:00,14:50,성미가엘성당&피츠버그홀
전필,HJ00009,일본학세미나,김아름,7304,,금,,15:00,17:50,새천년관
전필,HJ00010,일본학입문,양기호,7309,,화,,09:00,11:50,새천년관
전선,HJ00011,일본문학사,박은희,7304,,화,,15:00,17:50,새천년관
전선,HJ00015,비즈니스일본어,요코야마나호코,7304,7304,월,수,16:30,17:45,새천년관
전선,HJ00016,일본어한자,요코야마나호코,7304,7304,월,수,15:00,16:15,새천년관
전선,HJ00017,일본원서강독1,김아름,7304,,수,,09:00,11:50,새천년관
전선,HJ00018,일본의시사쟁점,양기호,7304,,목,,09:00,11:50,새천년관
전선,HJ00019,일본문화론,김남은,7304,,월,,12:00,14:50,새천년관
전선,HJ00021,한일문화콘텐츠통번역1,박미숙,7304,,목,,15:00,17:50,새천년관
전선,HJ00023,스토리텔링일본어,요코야마나호코,7304,7304,화,목,13:30,14:45,새천년관
전선,HJ00026,일본중근세사,미지정,7304,,월,,09:00,11:50,새천년관
전선,HJ00027,일본원서강독Ⅳ,김아름,7304,,수,,12:00,14:50,새천년관
전선,HJ00028,일본관광서비스캡스톤디자인,최나리,7616,,화,,12:00,14:50,새천년관
전필,HC00010,중국과세계,이남주,7301,7301,월,수,15:00,16:15,새천년관
전선,HC00011,중국지역톺아보기,이남주,7301,7301,월,수,16:30,17:45,새천년관
전선,HC00013,중국영화의이해,윤영도,7301,7301,화,목,13:30,14:45,새천년관
전선,HC00014,중국어회화II,장엽,7301,,월,,12:00,14:50,새천년관
전선,HC00015,HSK연습,장엽,7301,,화,,09:00,11:50,새천년관
전선,HC00017,중국어회화입문,장엽,7301,7301,화,목,12:00,13:15,새천년관
전선,HC00018,중국의문화콘텐츠와스토리텔링,김미란,7301,7301,월,수,10:30,11:45,새천년관
전선,SW00009,사회복지윤리와철학,최정태,1505,1505,월,수,13:30,14:45,승연관
전선,SW00011,학교사회복지,최정태,7207,7207,화,목,16:30,17:45,새천년관
전선,SW00012,가족복지론,정종운,7202,,금,,09:00,11:50,새천년관
전선,SW00013,프로그램개발과평가,남일성,B105,,수,,09:00,11:50,일만관
전선,SW00014,사회복지와문화다양성,양경은,7309,,수,,09:00,11:50,새천년관
전선,SW00015,사회복지역사,김연아,7202,,목,,09:00,11:50,새천년관
전선,SW00016,사례관리론,김용득,7202,,화,,09:00,11:50,새천년관
전선,SW00020,사회복지융복합역량강화세미나,손다진,3401,,화,,12:00,14:50,월당관
전선,SW00023,사회복지현장실습,서진환,9990,,토,,09:00,11:50,성미가엘성당&피츠버그홀
전선,SW00025,사회복지조사론,김형돈,7202,,수,,12:00,14:50,새천년관
전선,SW00026,사회복지실천론,김상희,7309,,월,,12:00,14:50,새천년관
전선,SW00027,사회복지실천기술론,박정환,7309,,금,,12:00,14:50,새천년관
전선,SW00028,사회복지정책론,정원오,7309,,목,,09:00,11:50,새천년관
전선,SW00029,지역사회복지론,최정태,7207,7207,화,목,15:00,16:15,새천년관
전선,SW00030,사회복지행정론,황인매,1505,,화,,09:00,11:50,승연관
전선,SW00031,사회복지법제와실천,이영환,7309,,수,,12:00,14:50,새천년관
전선,SW00033,사회복지학개론,이동림,7202,,화,,12:00,14:50,새천년관
전선,SW00034,사회진출세미나,양경은,1505,,수,,15:00,16:50,승연관
전선,SW00036,국제사회복지론,남일성,7309,7309,월,수,15:00,16:15,새천년관
전선,SW00037,정신건강사회복지론,서진환,7202,7202,화,목,15:00,16:15,새천년관
전필,SG00004,사회학개론,박상희,7206,7206,화,목,15:00,16:15,새천년관
전선,SG00012,계급젠더에스니시티,정연보,7206,,목,,09:00,11:50,새천년관
전선,SG00014,성의사회학(섹슈얼리티-문화와역사),김순남,3501,,수,,12:00,14:50,월당관
전선,SG00016,한국사회의구조와변동,강성현,7206,7206,월,수,15:00,16:15,새천년관
전선,SG00017,사회학연습,강연배유재명,3301,,목,,12:00,14:50,월당관
전선,SG00033,도시사회학,이태정,3301,,목,,15:00,17:50,월당관
전필,SG00035,사회조사방법론,미지정,7206,,화,,09:00,11:50,새천년관
전선,SG00036,인권의사회학,박상희,7206,7206,화,목,13:30,14:45,새천년관
전선,SG00038,사회진출세미나,미지정,7206,,수,,10:00,10:50,새천년관
전선,SG00041,사회학세미나,미지정,7206,7206,화,목,16:30,17:45,새천년관
전선,SG00042,정보기술사회학,김현준,3301,,화,,12:00,14:50,월당관
전선,SG00043,정치사회학,강성현,7206,7206,월,수,13:30,14:45,새천년관
전필,SF00005,경제학개론,유철규,7307,7307,화,목,15:00,16:15,새천년관
전선,SF00009,현대마르크스경제학,이동한,7307,,화,,12:00,14:50,새천년관
전선,SF00011,화폐와금융,유철규,7307,7307,월,수,13:30,14:45,새천년관
전선,SF00012,한국경제사,이상철,7307,,목,,09:00,11:50,새천년관
전필,SF00015,경제학세미나Ⅱ,이상철,7206,,금,,09:00,11:50,새천년관
전선,SF00018,경제수학,임동민,7307,,목,,12:00,14:50,새천년관
전선,SF00020,경제발전론,이상철,7307,,수,,09:00,11:50,새천년관
전필,SP00001,정치학개론,박은홍,7204,7204,월,수,16:30,17:45,새천년관
전필,SP00007,국가론,김창진,7204,,목,,09:00,11:50,새천년관
전선,SP00013,공공외교론,윤석준,7204,,수,,09:00,11:50,새천년관
전선,SP00020,신학과정치학의만남,박은홍차보람,7204,,목,,12:00,14:50,새천년관
전선,SP00022,개발협력의정치경제,윤석준,7305,7305,월,수,13:30,14:45,새천년관
전선,SP00025,비교정치학으로본한국정치사의쟁점,박은홍,7204,7204,월,수,15:00,16:15,새천년관
전필,SP00026,국제정치론,윤석준,7204,,월,,09:00,11:50,새천년관
전선,SP00030,정당과선거,미지정,7204,,화,,09:00,11:50,새천년관
전선,SP00031,의회와정부,미지정,7204,7204,화,목,15:00,16:15,새천년관
전선,SP00032,여론과공론,미지정,7204,7204,화,목,16:30,17:45,새천년관
전선,MM00001,크리에이터를위한핵심창업지식,김활신,7205,,수,,12:00,14:50,새천년관
전선,MM00002,글로벌비지니스의이해,장승권,3502,,목,,09:00,11:50,월당관
전필,MM00003,경영정보시스템,송재민,3502,,금,,15:00,17:50,월당관
전선,MM00004,인적자원관리,조수미,7205,,수,,09:00,11:50,새천년관
전선,MM00005,기업과사회,윤길순,7208,,화,,12:00,14:50,새천년관
전필,MM00006,기업재무관리,최우석,7309,7309,화,목,16:30,17:45,새천년관
전필,MM00007,경영전략,이상윤,7205,,월,,09:00,11:50,새천년관
전필,MM00009,마케팅,이상훈,3502,,금,,09:00,11:50,월당관
전선,MM00010,소비자행동및소비자트랜드분석,이상훈,7205,,수,,15:00,17:50,새천년관
전선,MM00011,셀프리더십,염준규,7205,,월,,12:00,14:50,새천년관
전선,MM00012,회계학원론,김성호,7208,,목,,15:00,17:50,새천년관
전필,MM00013,조직행동,정선영,7208,,화,,09:00,11:50,새천년관
전필,MM00014,운영관리,박상선,7205,,금,,12:00,14:50,새천년관
전선,MM00015,포트폴리오와투자관리,최우석,7309,7309,화,목,15:00,16:15,새천년관
전선,MM00016,경영영어,조수미,7205,,금,,09:00,11:50,새천년관
전선,MM00017,디지털마케팅,이유빈,7208,,수,,15:00,17:50,새천년관
전선,MM00021,경영빅데이터프로그래밍,송재민,B105,,목,,12:00,14:50,일만관
전선,MM00030,스타트업인사이트:임팩트비즈니스,이상윤,7205,,목,,15:00,17:50,새천년관
전선,MM00031,스타트업인사이트:크라우드펀딩의이해,이상윤,7205,,화,,12:00,14:50,새천년관
전필,MM00032,재무회계,김용미,7206,7206,월,수,12:00,13:15,새천년관
전선,MM00033,AI기반의사결정론,박상선,3302,,수,,09:00,11:50,월당관
전선,MM00034,빅데이터인사이트:전략경영관점,이상윤김수림,7205,,목,,12:00,14:50,새천년관
전선,DJ00021,미디어비평,홍석근,3501,,화,,12:00,14:50,월당관
전선,DJ00022,언론의역사,이준형,7308,,목,,09:00,11:50,새천년관
전필,DJ00023,저널리즘,김서중,7308,,수,,09:00,11:50,새천년관
전선,DJ00026,미디어산업과경영,송원숙,3402,,수,,15:00,17:50,월당관
전필,DJ00027,커뮤니케이션고전읽기,송하원,6110,,화,,15:00,17:50,정보과학관
전선,DJ00030,카피라이팅,윤목,6110,,월,,12:00,14:50,정보과학관
전선,DJ00032,소셜미디어이론과활용,이진순,3501,,목,,12:00,14:50,월당관
전선,DJ00033,만화와애니메이션,백정숙,3402,,화,,15:00,17:50,월당관
전선,DJ00034,축제와이벤트,양재영,6110,,목,,15:00,17:50,정보과학관
전선,DJ00035,연극의이해와실습,권정택,3402,,월,,15:00,17:50,월당관
전선,DJ00036,IT시대의광고읽기,유은아,7308,,월,,15:00,17:50,새천년관
전선,DJ00037,영화론,김아영,7308,,수,,15:00,17:50,새천년관
전선,DJ00052,데이터저널리즘,김수연,7308,,화,,15:00,17:50,새천년관
전필,DJ00053,대중문화론,김창남,7308,,수,,12:00,14:50,새천년관
전필,DJ00054,문화기획의이론과실천,정윤수,7308,,월,,12:00,14:50,새천년관
전선,DJ00055,스포츠문화콘텐츠의이해,정윤수,3402,,수,,12:00,14:50,월당관
전선,DJ00056,한국대중문화사(HistoryofKoreanPopularCulture),방희경,7308,7308,화,목,13:30,14:45,새천년관
전선,DJ00057,현대한국영화(ContemporaryKoreanCinema),방희경,7308,7308,화,목,12:00,13:15,새천년관
전선,DJ00059,대안저널리즘의이해와실천,이정환,3402,,목,,15:00,17:50,월당관
전선,DJ00063,시나리오101,전계수,7308,,월,,09:00,11:50,새천년관
전선,DJ00064,영상미학개론,한종택,3402,3402,화,목,13:30,14:45,월당관
전선,DJ00065,영화영상미학,김형신,3402,,월,,12:00,14:50,월당관
전선,DJ00066,광고심리와소비자행동,김인혜,6110,,월,,15:00,17:50,정보과학관
전선,DJ00067,미디어효과론,미지정,3301,,화,,09:00,11:50,월당관
전선,DP00001,TrendsandIssuesinVideoContent,연희승,3401,,화,,09:00,11:50,월당관
전선,DP00005,영상제작실습1,연희승,M401,,수,,09:00,11:50,미가엘관
전선,DD00003,3D캐릭터애니메이션1,박남기,6403,,월,,09:00,11:50,정보과학관
전선,DD00005,게임기획,정중호,M401,,월,,09:00,11:50,미가엘관
전선,DD00011,아바타영상제작,호중훈,6403,,목,,15:00,17:50,정보과학관
전필,DD00012,디지털라이팅과랜더링,김대우,6403,,금,,09:00,11:50,정보과학관
전필,DD00013,영상디자인I,양형석,6403,,금,,15:00,17:50,정보과학관
전선,DD00014,캐릭터디자인,미지정,6403,,수,,15:00,17:50,정보과학관
전선,DD00019,3D게임제작,김대우,6402,,목,,12:00,14:50,정보과학관
전선,DD00029,졸업지도,이원정,M401,,목,,12:00,13:50,미가엘관
전선,DD00033,콘텐츠프로듀싱실무론,미지정,6403,,월,,15:00,17:50,정보과학관
전필,DD00040,3D모델링,이원정,6403,,목,,09:00,11:50,정보과학관
전선,DD00043,아이디어와엔터테인먼트콘텐츠,김희수,6403,,화,,15:00,17:50,정보과학관
전선,DD00045,뉴미디어와마케팅,미지정,6403,,금,,12:00,14:50,정보과학관
전선,DD00046,디지털콘텐츠기획,정은주,6402,,화,,15:00,17:50,정보과학관
